"LOCATION","Country","VARIABLE","Variable","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2010","2010","IDX","Index","0","Units","2015","2015",0.892727528518561,,
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2011","2011","IDX","Index","0","Units","2015","2015",0.947298850037834,,
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2012","2012","IDX","Index","0","Units","2015","2015",0.957834641608361,,
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2013","2013","IDX","Index","0","Units","2015","2015",0.958523551727554,,
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2014","2014","IDX","Index","0","Units","2015","2015",0.971375966755166,,
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2015","2015","IDX","Index","0","Units","2015","2015",1,,
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2016","2016","IDX","Index","0","Units","2015","2015",1.03322126351499,,
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2017","2017","IDX","Index","0","Units","2015","2015",1.08292085469509,,
"BGR","Bulgaria","PGDP","Gross domestic product, market prices, deflator","A","Annual","2018","2018","IDX","Index","0","Units","2015","2015",1.12875805655266,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","1995","1995","IDX","Index","0","Units","2010","2010",0.0210641278782373,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","1996","1996","IDX","Index","0","Units","2010","2010",0.0303328228008257,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","1997","1997","IDX","Index","0","Units","2010","2010",0.0713848009197686,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","1998","1998","IDX","Index","0","Units","2010","2010",0.105745500679345,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","1999","1999","IDX","Index","0","Units","2010","2010",0.158113323573818,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2000","2000","IDX","Index","0","Units","2010","2010",0.226387920020692,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2001","2001","IDX","Index","0","Units","2010","2010",0.312316327784834,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2002","2002","IDX","Index","0","Units","2010","2010",0.383256726369927,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2003","2003","IDX","Index","0","Units","2010","2010",0.471993133486305,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2004","2004","IDX","Index","0","Units","2010","2010",0.544947149625323,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2005","2005","IDX","Index","0","Units","2010","2010",0.610379012939882,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2006","2006","IDX","Index","0","Units","2010","2010",0.675119315935756,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2007","2007","IDX","Index","0","Units","2010","2010",0.78189761721041,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2008","2008","IDX","Index","0","Units","2010","2010",0.907122979541638,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2009","2009","IDX","Index","0","Units","2010","2010",0.944195316215396,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2010","2010","IDX","Index","0","Units","2010","2010",1,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2011","2011","IDX","Index","0","Units","2010","2010",1.03976936090312,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2012","2012","IDX","Index","0","Units","2010","2010",1.07931272129588,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2013","2013","IDX","Index","0","Units","2010","2010",1.09431189131779,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2014","2014","IDX","Index","0","Units","2010","2010",1.11302762515887,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2015","2015","IDX","Index","0","Units","2010","2010",1.14936527464601,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2016","2016","IDX","Index","0","Units","2010","2010",1.17949329157235,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2017","2017","IDX","Index","0","Units","2010","2010",1.234362935762,,
"ROU","Romania","PGDP","Gross domestic product, market prices, deflator","A","Annual","2018","2018","IDX","Index","0","Units","2010","2010",1.31104492644995,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","1995","1995","IDX","Index","0","Units","2015","2015",0.516850784613818,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","1996","1996","IDX","Index","0","Units","2015","2015",0.536795007497786,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","1997","1997","IDX","Index","0","Units","2015","2015",0.573732973898888,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","1998","1998","IDX","Index","0","Units","2015","2015",0.620626541588593,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","1999","1999","IDX","Index","0","Units","2015","2015",0.642330356960212,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2000","2000","IDX","Index","0","Units","2015","2015",0.670186164170272,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2001","2001","IDX","Index","0","Units","2015","2015",0.698572262776358,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2002","2002","IDX","Index","0","Units","2015","2015",0.725410586926097,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2003","2003","IDX","Index","0","Units","2015","2015",0.756636657579753,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2004","2004","IDX","Index","0","Units","2015","2015",0.784081702246266,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2005","2005","IDX","Index","0","Units","2015","2015",0.808503585795731,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2006","2006","IDX","Index","0","Units","2015","2015",0.839975987103284,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2007","2007","IDX","Index","0","Units","2015","2015",0.875890666976579,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2008","2008","IDX","Index","0","Units","2015","2015",0.924141742727658,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2009","2009","IDX","Index","0","Units","2015","2015",0.951672114996053,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2010","2010","IDX","Index","0","Units","2015","2015",0.960505912719717,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2011","2011","IDX","Index","0","Units","2015","2015",0.976525861159234,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2012","2012","IDX","Index","0","Units","2015","2015",0.990342783473069,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2013","2013","IDX","Index","0","Units","2015","2015",0.997685613910616,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2014","2014","IDX","Index","0","Units","2015","2015",0.999190534208274,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2015","2015","IDX","Index","0","Units","2015","2015",1.00000000043732,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2016","2016","IDX","Index","0","Units","2015","2015",0.999360270920146,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2017","2017","IDX","Index","0","Units","2015","2015",1.01099453570094,,
"HRV","Croatia","PGDP","Gross domestic product, market prices, deflator","A","Annual","2018","2018","IDX","Index","0","Units","2015","2015",1.03145200515533,,
